"clip1_id"	"clip2_id"	"clip3_id"	"clip1_numvotes"	"clip2_numvotes"	"clip3_numvotes"	"clip1_mp3_path"	"clip2_mp3_path"	"clip3_mp3_path"
"36931"	"17220"	"56532"	"1"	"6"	"0"	"e/mountain_mirrors-mountain_mirrors-08-praying_mantis-117-146.mp3"	"d/paul_avgerinos-balancing_spheres-04-day_dreams__the_flames_are_awakened-88-117.mp3"	"e/steven_devine-portrait_of_an_english_harpsichord-21-suite_no_5_in_e_major_allemande_george_frederick_handel-146-175.mp3"
"20327"	"19482"	"46159"	"9"	"4"	"0"	"6/dr_kuch-analog_disease-04-the_big_bang_theory-59-88.mp3"	"4/paul_berget-j_s__bach_on_the_lute-04-sarabande__bwv_996-0-29.mp3"	"a/kitka-nectar-11-miskolc_felol_hidegen_fuj_a_szel_hungary-175-204.mp3"
"33304"	"23903"	"38465"	"1"	"0"	"0"	"4/seth_carlin-schubert__works_for_solo_fortepiano-07-sonata_in_a_major_opus_posth__120__allegro-320-349.mp3"	"5/thursday_group-uncle_mean-05-pelican_fan-407-436.mp3"	"1/ambient_teknology-phoenix-09-afterburner-146-175.mp3"
"24349"	"30020"	"4270"	"6"	"30"	"10"	"b/oberlin_consort_of_viols-5_and_6_part_fantasies_of_william_lawes-05-set_a_5_in_c_minor-88-117.mp3"	"4/myles_cochran-marginal_street-06-worlds_apart-146-175.mp3"	"b/elizabeth_wolff-moments_musicaux-01-sergei_rachmaninoff__6_moments_musicaux_op__16__andantino-175-204.mp3"
"54892"	"43402"	"43640"	"9"	"8"	"28"	"d/drevo-christian_themes_in_ukrainian_folk_songs-17-through_the_wide_field_through_the_deep_sea-88-117.mp3"	"d/the_west_exit-nocturne-10-nine_lives-204-233.mp3"	"c/liquid_zen-seventythree-10-passing_cars-0-29.mp3"
"15069"	"42794"	"32776"	"26"	"19"	"10"	"4/myles_cochran-marginal_street-03-so_gone-291-320.mp3"	"9/etherine-gleam-10-gleam_remix-30-59.mp3"	"2/duo_chambure-vihuela_duets_of_valderrabano-07-payne_trabel_jean_mouton-59-88.mp3"
"10850"	"12896"	"36664"	"0"	"0"	"3"	"7/shane_jackman-equilibrium-02-uncommon_eloquence-0-29.mp3"	"5/rapoon-fallen_gods-03-fallen_gods-175-204.mp3"	"8/mediva-viva_mediva-08-ondas_da_mar_codax-175-204.mp3"
"37093"	"21950"	"43565"	"0"	"0"	"2"	"4/seismic_anamoly-sweet_rock_candy-08-refleections-146-175.mp3"	"b/ehren_starks-the_depths_of_a_year-05-dads_song-233-262.mp3"	"4/tim_rayborn-the_path_beyond-10-osman_pasha-291-320.mp3"
"32232"	"23793"	"50605"	"10"	"2"	"12"	"2/indidginus-as_above_so_below-07-machu-88-117.mp3"	"3/dj_cary-eastern_grooves-05-oriental_distortionshiva_in_exile-59-88.mp3"	"2/ensemble_mirable-conversations_galantes-13-sonata_ii_in_b_minor_ariagratioso_altro-88-117.mp3"
"29561"	"43292"	"18581"	"7"	"1"	"13"	"d/utopia_banished-night_of_the_black_wyvern-06-the_darkness_we_burn-30-59.mp3"	"7/falik-elvolution-10-mediterranean_blue-262-291.mp3"	"2/anup-embrace-04-minor_song-0-29.mp3"
"18587"	"7531"	"48098"	"0"	"3"	"0"	"2/anup-embrace-04-minor_song-175-204.mp3"	"f/jacob_heringman_and_catherine_king-alonso_mudarra_songs_and_solos-02-gentil_cavallero-30-59.mp3"	"3/jag-pretty_girl_blues-12-hopscotch-30-59.mp3"
"8538"	"8682"	"8932"	"1"	"1"	"0"	"a/tilopa-pictures_of_silence-02-ni-146-175.mp3"	"0/beth_quist-silver-02-om_asatoma_sad_gamaya-233-262.mp3"	"c/jamie_janover-now_center_of_time-02-playa-146-175.mp3"
"38341"	"24125"	"39174"	"19"	"14"	"12"	"f/the_headroom_project-jetuton_andawai-09-anu_de_dilaho-0-29.mp3"	"f/lizzi-love_and_you_and_i-05-remedy-175-204.mp3"	"e/magnatune_compilation-high_energy_rock_and_roll-09-electric_frankenstein_new_rage-59-88.mp3"
"39821"	"34898"	"48750"	"2"	"0"	"2"	"c/hands_upon_black_earth-hands_upon_black_earth-09-lastime-30-59.mp3"	"c/o_fickle_fortune-a_celebration_of_robert_burns-08-bonie_wee_thing-146-175.mp3"	"f/philharmonia_baroque_orchestra-handel__atalanta_cd2-12-recitativo_sono_irene_oppur_sogno-0-29.mp3"
"14378"	"10167"	"41899"	"9"	"1"	"1"	"5/new_york_consort_of_viols-dances_and_canzonas_of_holborne_and_brade-03-pavan_and_galliard_holborne-204-233.mp3"	"d/processor-insomnia-02-straight_down-30-59.mp3"	"0/williamson-a_few_things_to_hear_before_we_all_blow_up-10-a-175-204.mp3"
"6716"	"4642"	"16862"	"0"	"2"	"0"	"e/hans_christian-phantoms-02-coyotes_dance-88-117.mp3"	"c/vito_paternoster-cd1bach_sonatas_and_partitas_for_solo_violin-01-sonata_prima_in_do_minore__adagio-117-146.mp3"	"6/norine_braun-now_and_zen-04-buffalo_nights-146-175.mp3"
"22058"	"31227"	"43611"	"0"	"3"	"0"	"1/mijo-fata_morgana-05-deep_bass_9-146-175.mp3"	"b/shane_jackman-sanctuary-07-early_frost-175-204.mp3"	"8/stargarden-music_for_modern_listening-10-p5_mon_amour-146-175.mp3"
"44925"	"56325"	"17654"	"1"	"0"	"0"	"0/american_bach_soloists-j_s__bach__cantatas_volume_v-11-weinen_klagen_sorgen_zagen_bwv_12_vi_aria__sei_getreu-30-59.mp3"	"9/the_strap_ons-geeking_crime-20-pimps-59-88.mp3"	"8/hybris-the_first_words-04-final_trust-146-175.mp3"
"27133"	"41929"	"36403"	"1"	"1"	"0"	"4/seismic_anamoly-sweet_rock_candy-06-fire_in_tha_hole-291-320.mp3"	"4/john_williams-long_ride_home-10-admit_one-88-117.mp3"	"b/elizabeth_wolff-moments_musicaux-08-moritz_moszkowski__3_moments_musicaux_op__7__con_moto-204-233.mp3"
"3727"	"21645"	"21192"	"0"	"1"	"1"	"c/jay_kishor-cd2_the_sowebo_concert-01-raga_malkauns-2408-2437.mp3"	"c/strojovna_07-number_1-05-bycygel-59-88.mp3"	"b/la_primavera-english_renaissance_music-05-amarilli_mia_bella_caccini-30-59.mp3"
"26836"	"28405"	"44292"	"0"	"11"	"1"	"5/edward_martin_and_paul_berget-baroque_lute_duets-06-duets_for_2_lutes_in_a_minor_and_f_major_losy__courante-0-29.mp3"	"f/strojovna_07-dirnix-06-palacinka-59-88.mp3"	"e/heavy_mellow-horizons-10-spinnaker-0-29.mp3"
"27923"	"49468"	"19003"	"1"	"1"	"1"	"d/shiva_in_exile-ethnic-06-manju-0-29.mp3"	"a/plunkett-14_days-13-14_days-88-117.mp3"	"1/jacob_heringman-holburns_passion-04-pavan_posthuma_lute-204-233.mp3"
"58323"	"8426"	"26605"	"1"	"0"	"0"	"b/jacob_heringman-jane_pickeringes_lute_book-28-a_fantasia-88-117.mp3"	"1/dac_crowell-sferica-02-murata-697-726.mp3"	"3/kitka-the_vine-06-de_szeretnek_az_egen_csillag_lenni_hungary-146-175.mp3"
"27052"	"12381"	"47377"	"2"	"0"	"0"	"c/rapoon-easterly_6_or_7-06-falling_more_slowly-349-378.mp3"	"6/dj_markitos-slower_emotions138_bpm_remixes-03-cyber_evolution_138_bpm_remix-262-291.mp3"	"c/liquid_zen-seventythree-11-wobble_into_venus-349-378.mp3"
"38573"	"58553"	"33945"	"0"	"2"	"0"	"a/liquid_zen-magic_midsummer-09-arabia_underwater-0-29.mp3"	"b/hanneke_van_proosdij-harpsichord_suites_of_chambonnieres-30-suite_in_f_major__chaconne-30-59.mp3"	"5/processor-are_you_for_real-07-touch_of_god-175-204.mp3"
"1757"	"27347"	"41280"	"1"	"4"	"0"	"8/tim_rayborn-veils_of_light-01-gilim-0-29.mp3"	"f/ivilion-sartinal-06-hshante-233-262.mp3"	"6/curandero-curandero-09-teddy_bear-30-59.mp3"
"17173"	"56776"	"25497"	"3"	"6"	"8"	"4/paul_avgerinos-sky_of_grace-04-dance_of_life-175-204.mp3"	"4/ensemble_mirable-triemer_six_cello_sonatas-21-sonata_5_largo-88-117.mp3"	"6/drop_trio-cezanne-05-wreck_of_the_zephyr-523-552.mp3"
"52981"	"15187"	"32559"	"0"	"0"	"3"	"9/american_baroque-dances_and_suites_of_rameau_and_couperin-15-passepieds_12_suite_from_les_fetes_dhebe_rameau-117-146.mp3"	"4/seth_carlin-schubert__works_for_solo_fortepiano-03-sonata_in_eflat_major_opus_posth__122__menuetto_allegretto-117-146.mp3"	"6/dj_markitos-slower_emotions138_bpm_remixes-07-ocean_of_the_emotions_138_bpm_remix-175-204.mp3"
"56140"	"47903"	"33640"	"12"	"2"	"8"	"9/the_sarasa_ensemble-a_baroque_mosaic-20-cantata_il_delirio_amoroso__aria_handel-233-262.mp3"	"a/jade_leary-the_lost_art_of_human_kindness-12-earth_beyond_a_finite_thought-146-175.mp3"	"d/ambient_teknology-the_all_seeing_eye_project-07-telekonology-204-233.mp3"
"51628"	"44622"	"19583"	"2"	"3"	"10"	"d/shiva_in_exile-ethnic-14-myingmar-581-610.mp3"	"d/various_artists-the_art_of_persuasion-10-touch_ammonite-175-204.mp3"	"d/tim_rayborn-chordae-04-sempr_alegria-639-668.mp3"
"45166"	"12158"	"10653"	"1"	"1"	"0"	"a/janine_johnson-chopin_recital-11-ballade_op_23_in_g_minor-262-291.mp3"	"2/solace-ahsas-03-circle_58_68_78-146-175.mp3"	"4/justin_bianco-siren-02-token-0-29.mp3"
"31234"	"40259"	"18106"	"2"	"2"	"0"	"a/jade_leary-and_come_the_sirens-07-earthwish_on_saturn-30-59.mp3"	"2/duo_chambure-vihuela_duets_of_valderrabano-09-obsecro_te_domina_josquin_dez_prez-88-117.mp3"	"2/jamie_janover-evolutions-04-interlocken-117-146.mp3"
"30132"	"31689"	"6060"	"1"	"1"	"1"	"4/falling_you-touch-07-____a_cry_for_the_brokenhearted-0-29.mp3"	"8/ivilion-terean-07-gortri-146-175.mp3"	"2/claire_fitch-ambiencellist-02-ambiancellist-0-29.mp3"
"48344"	"8688"	"42533"	"5"	"15"	"16"	"6/norine_braun-crow-12-mantra-59-88.mp3"	"3/mandrake_root-the_seventh_mirror-02-one_in_a_million-88-117.mp3"	"1/janine_johnson-j_s__bach_works_for_harpsichord-10-english_suite_no_3_in_g_minor__prelude-59-88.mp3"
"29122"	"14354"	"49164"	"1"	"0"	"1"	"4/seth_carlin-schubert__works_for_solo_fortepiano-06-sonata_in_a_major_opus_posth__120__andante-117-146.mp3"	"0/chris_harvey-the_white_sail-03-paris-262-291.mp3"	"9/introspekt-ideology-12-the_language_of_light-146-175.mp3"
"35237"	"28479"	"20302"	"4"	"0"	"1"	"f/asteria-le_souvenir_de_vous_me_tue-08-dona_gentile_lute_guillaume_dufay-59-88.mp3"	"a/liquid_zen-magic_midsummer-06-por_tus_ojos-88-117.mp3"	"8/stargarden-music_for_modern_listening-04-termoli-30-59.mp3"
"13748"	"29958"	"28479"	"7"	"10"	"17"	"f/magnatune-relaxation_spa-03-march_thirtyone_falling_you-204-233.mp3"	"d/paul_avgerinos-words_touch-06-weightless_you_are-610-639.mp3"	"a/liquid_zen-magic_midsummer-06-por_tus_ojos-88-117.mp3"
"42271"	"17701"	"3551"	"1"	"0"	"0"	"9/the_strap_ons-geeking_crime-10-chucky_got_lucky-30-59.mp3"	"5/satori-for_relaxation-04-forest_surround-117-146.mp3"	"1/the_rajdhani_quartet-the_gandhi_memorial_concert-01-raga_hansa_kalyani-610-639.mp3"
"43358"	"18230"	"7035"	"5"	"4"	"31"	"b/jacob_heringman-jane_pickeringes_lute_book-10-my_lord_willoughbies_welcom_home_by_mr_byrde-59-88.mp3"	"0/jeffrey_luck_lucas-what_we_whisper-04-just_like_moths-146-175.mp3"	"9/indidginus-sine_language-02-dusty_lands-0-29.mp3"
"2423"	"52368"	"13041"	"0"	"1"	"1"	"c/liquid_zen-oscilloscope-01-levier_darmement-204-233.mp3"	"b/altri_stromenti-uccellini-15-alla_roversa_uccellini-30-59.mp3"	"8/mercy_machine-in_your_bed__the_remixes-03-fountain_street_q_burns_abstract_message_mix-88-117.mp3"
"27702"	"37832"	"10388"	"1"	"0"	"1"	"5/ralph_rousseau_meulenbroeks-moved_by_marais-06-le_folies_despagnes_le_deuxieme_livre_de_pieces_de_viole_1701-639-668.mp3"	"f/memories_of_tomorrow-waiting_for_dawn-08-the_games_you_play_trance_mix-30-59.mp3"	"f/hans_christian-surrender-02-tears_for_ma-291-320.mp3"
"909"	"32451"	"27858"	"14"	"18"	"3"	"7/claire_fitch-ambiencellist_part_ii-01-cellosphere-117-146.mp3"	"4/justin_bianco-siren-07-never_a_light-0-29.mp3"	"9/suzanne_teng-enchanted_wind-06-loltun-175-204.mp3"
"51176"	"41762"	"4161"	"15"	"4"	"22"	"c/strojovna_07-number_1-14-blaudisco-175-204.mp3"	"d/rapoon-vernal_crossing-09-yitun-291-320.mp3"	"3/etherfysh-box_of_fysh-01-sanctuary-378-407.mp3"
"39938"	"41134"	"158"	"1"	"0"	"1"	"8/magnatune-red_hat_summit_compilation-09-lizzi__lay_down-117-146.mp3"	"b/ehren_starks-the_depths_of_a_year-09-subtle_groove-30-59.mp3"	"5/new_york_consort_of_viols-dances_and_canzonas_of_holborne_and_brade-01-3_almaines_holborne-610-639.mp3"
"29295"	"33887"	"50200"	"3"	"0"	"0"	"f/rapoon-tin_of_drum-06-southbound-639-668.mp3"	"b/paul_beier-alessandro_piccinini-07-toccata_xvii-175-204.mp3"	"b/cargo_cult-alchemy-13-matt-0-29.mp3"
"49514"	"21556"	"49311"	"0"	"1"	"0"	"1/tim_rayborn-qadim-13-amniat__robab_afghan-59-88.mp3"	"a/james_edwards-le_tresor_dorphee_by_antoine_francisque-05-branle_simple_a_cordes_avalees_troisiesme-30-59.mp3"	"a/janine_johnson-chopin_recital-12-valse_brilliante_op_18_in_eb_major-146-175.mp3"
"35888"	"1802"	"7613"	"0"	"0"	"2"	"5/processor-are_you_for_real-08-impulse-146-175.mp3"	"f/jackalopes-jacksploitation-01-good_clean_fun_laundromat-30-59.mp3"	"a/the_headroom_project-ciri_a_doro-02-gunklat_sasmazor-262-291.mp3"
"36741"	"27047"	"14366"	"26"	"23"	"14"	"b/rebel_rebel-explode_into_space-08-our_time_is_now-30-59.mp3"	"c/rapoon-easterly_6_or_7-06-falling_more_slowly-204-233.mp3"	"9/vito_paternoster-cd2bach_sonatas_and_partitas_for_solo_violin-03-partita_seconda_in_sol_minore__sarabanda-117-146.mp3"
"21109"	"39376"	"9147"	"2"	"8"	"5"	"1/solace-the_gathering_season-05-aenaem-146-175.mp3"	"5/arthur_yoria-suerte_something-09-greek_archaic-88-117.mp3"	"a/bjorn_fogelberg-karooshi_porn-02-quite_derivative-88-117.mp3"
"18221"	"37812"	"58717"	"40"	"5"	"9"	"c/seismic_anamoly-ramifications-04-julies_tune-552-581.mp3"	"2/jami_sieber-lush_mechanique-08-the_darkening_ground-59-88.mp3"	"c/edward_martin-art_of_the_lute_in_renaissance_france-35-duel_double_duel_lupi-30-59.mp3"
"34360"	"6826"	"46312"	"0"	"0"	"1"	"6/ralph_meulenbroeks-gambomania-08-cors_de_chasse_in_d_major_louis_de_caix_dhervelois-117-146.mp3"	"f/strojovna_07-switch_on__switch_off-02-deluxe-175-204.mp3"	"a/ensemble_sreteniye-ancient_church_singing_of_byzantine_georgia_and_rus-11-o_theotokos_the_virgin_rejoice_ave_maria-1451-1480.mp3"
"10329"	"6190"	"41054"	"0"	"0"	"2"	"8/tim_rayborn-veils_of_light-02-tabak-204-233.mp3"	"f/strojovna_07-dirnix-02-basetra_noje-204-233.mp3"	"d/jeff_wahl-guitarscapes-09-spanish_ballad-30-59.mp3"
"16703"	"53972"	"342"	"29"	"1"	"6"	"1/dac_crowell-sferica-04-benthic-929-958.mp3"	"1/tanya_tomkins_and_eric_zivian-beethoven_piano_and_cello_works-16-sonata_in_d_major_op__102_no__2_adagio_con_molto_sentimento_daffetto-59-88.mp3"	"8/jacob_heringman-josquin_des_prez_lute_settings-01-anon__praeter_rerum_seriem-117-146.mp3"
"47903"	"56140"	"33640"	"3"	"11"	"10"	"a/jade_leary-the_lost_art_of_human_kindness-12-earth_beyond_a_finite_thought-146-175.mp3"	"9/the_sarasa_ensemble-a_baroque_mosaic-20-cantata_il_delirio_amoroso__aria_handel-233-262.mp3"	"d/ambient_teknology-the_all_seeing_eye_project-07-telekonology-204-233.mp3"
"54126"	"52490"	"10128"	"0"	"0"	"1"	"1/vito_paternoster-cd1bach_cello_suites-16-suite_vi_in_re_magiore__sarabande-117-146.mp3"	"b/richard_savino-mertz__bardic_sounds-15-childrens_fairy_tale-175-204.mp3"	"3/spinecar-autophile-02-stay-30-59.mp3"
"11075"	"11839"	"2626"	"2"	"5"	"4"	"1/zilla-egg-02-wicker_pilots-59-88.mp3"	"5/rapoon-cidar-03-black_feel-88-117.mp3"	"4/jay_kishor-the_color_of_night-01-malkauns-1248-1277.mp3"
"28288"	"51177"	"21983"	"2"	"21"	"3"	"9/lisa_debenedictis-tigers-06-ocean_in_her_head-117-146.mp3"	"c/strojovna_07-number_1-14-blaudisco-204-233.mp3"	"d/paul_avgerinos-balancing_spheres-05-day_dreams__and_thirst_is_quenched-552-581.mp3"
"50933"	"41647"	"52143"	"2"	"0"	"0"	"1/etherine-24_days-13-this_was_my_last_hope-88-117.mp3"	"e/atomic_opera-penguin_dust-09-watergrave-0-29.mp3"	"4/tim_rayborn-the_path_beyond-14-taqsim_ud-30-59.mp3"
"55116"	"8522"	"5024"	"0"	"2"	"0"	"4/john_williams-long_ride_home-18-dog_dont_hunt-175-204.mp3"	"c/jay_kishor-the_payans_concert-02-nat_malhar-1683-1712.mp3"	"2/indidginus-seismic-01-superstring-30-59.mp3"
"39518"	"49616"	"55555"	"41"	"6"	"2"	"2/burnshee_thornside-blues_and_misc-09-i_cant_say_no-204-233.mp3"	"a/jacob_heringman-black_cow-13-bakfark_non_accedat_ad_te_malum_secunda_pars-204-233.mp3"	"e/steven_devine-portrait_of_an_english_harpsichord-19-sonata_no_2_in_a_major_minuet_joseph_gibbs-59-88.mp3"
"46366"	"13998"	"20805"	"24"	"7"	"5"	"7/american_bach_soloists-j_s__bach__mass_in_b_minor_cd2-11-osanna_in_exelsis-117-146.mp3"	"6/stargarden-ambient_excursions-03-mt_fuji-494-523.mp3"	"e/tilopa-out_of_the_blue-04-wings_over_water-320-349.mp3"
"5453"	"6992"	"25493"	"11"	"3"	"2"	"f/dac_crowell-redshifted_harmonies-01-tranquilitatis-1509-1538.mp3"	"5/domased-selection-02-drunk_warrior-146-175.mp3"	"6/drop_trio-cezanne-05-wreck_of_the_zephyr-407-436.mp3"
"14463"	"25278"	"26168"	"0"	"5"	"8"	"0/daniel_ben_pienaar-book_2_cd2_welltempered_clavier-03-prelude_and_fugue_no__14_in_fsharp_minor_bwv_883_praeludium-30-59.mp3"	"e/justin_bianco-forge-05-upon_the_shore-117-146.mp3"	"a/falik-dreams_from_the_machine-06-black_llama-30-59.mp3"
"803"	"34628"	"25656"	"0"	"1"	"1"	"f/lisa_debenedictis-fruitless-01-brilliant_day-0-29.mp3"	"4/magnatune-romantic_dinner_classical_compilation-08-american_baroque__quartet_in_g_mozart-0-29.mp3"	"1/tanya_tomkins_and_eric_zivian-beethoven_piano_and_cello_works-06-11_bagatelles_for_solo_fortepiano_op__119_no__3-59-88.mp3"
"1128"	"51065"	"3224"	"0"	"2"	"0"	"d/ambient_teknology-the_all_seeing_eye_project-01-cyclops-523-552.mp3"	"e/steven_devine-portrait_of_an_english_harpsichord-14-sonata_no_4_in_c_minor_largo_joseph_kelway-88-117.mp3"	"1/solace-the_gathering_season-01-paradise_lost-204-233.mp3"
"41578"	"46571"	"45563"	"2"	"3"	"3"	"5/rapoon-fallen_gods-09-valley-117-146.mp3"	"4/american_bach_soloists-j_s__bach__mass_in_b_minor_cd1-11-quoniam_to_solus_sanctus-146-175.mp3"	"e/justin_bianco-forge-11-ether-88-117.mp3"
"20975"	"44684"	"47952"	"2"	"0"	"0"	"f/jackalopes-jacksploitation-05-1_percent_muthafucka-0-29.mp3"	"e/jamie_janover_and_michael_masley-all_strings_considered-10-twice_versa-88-117.mp3"	"a/ensemble_sreteniye-ancient_church_singing_of_byzantine_georgia_and_rus-12-eucharist_canon_fragment-175-204.mp3"
"21336"	"52054"	"40740"	"2"	"1"	"16"	"9/janine_johnson-german_keyboard_masters-05-auf_das_heilige_pfingstfest_pachelbel-59-88.mp3"	"d/katherine_roberts_perl-j_s__bach_french_suites-14-suite_no_3_in_b_minor_bwv_814_allemande-146-175.mp3"	"f/ivilion-sartinal-09-sartinal_iii-175-204.mp3"
"34893"	"21576"	"49025"	"1"	"5"	"1"	"c/o_fickle_fortune-a_celebration_of_robert_burns-08-bonie_wee_thing-0-29.mp3"	"3/mandrake_root-the_seventh_mirror-05-build_o_burn-30-59.mp3"	"2/vito_paternoster-cd2bach_cello_suites-12-suite_iv_in_mi_bemolle_maggiore__gigue-88-117.mp3"
"28337"	"3892"	"54954"	"1"	"0"	"1"	"6/the_kokoon-erase-06-order-59-88.mp3"	"5/sitar-first_congregational_church_concert-01-raga_patdeep__alap__jay_kishor-871-900.mp3"	"b/janine_johnson-bach_goldberg_variations-17-variatio_16_a_1_clav_ouverture-0-29.mp3"
"53557"	"23383"	"20548"	"21"	"37"	"4"	"e/briddes_roune-lenten_is_come-16-brid_by_a_strem-59-88.mp3"	"8/burning_babylon-knives_to_the_treble-05-mash_up_the_dj-117-146.mp3"	"4/jami_sieber-second_sight-04-tree_of_love-233-262.mp3"
"13737"	"5498"	"36086"	"0"	"2"	"0"	"f/thursday_group-first_album-03-lynchs_law-117-146.mp3"	"c/the_art_of_the_lute_player-the_art_of_the_lute_player-01-un_gay_bergier__thomas_crecquillion__valentin_bakfark__jacob_heringman-117-146.mp3"	"2/stellamara-star_of_the_sea-08-karuna-262-291.mp3"
"3083"	"37706"	"7457"	"1"	"0"	"0"	"5/arthur_yoria-of_the_lovely-01-of_the_lovely-146-175.mp3"	"6/falik-streaks_and_strokes-08-tabouli_gumbo-30-59.mp3"	"7/claire_fitch-ambiencellist_part_ii-02-four_days-204-233.mp3"
"40133"	"11549"	"15037"	"1"	"1"	"1"	"f/lizzi-love_and_you_and_i-09-my_destination-59-88.mp3"	"a/tilopa-by_the_way-03-amigos_de_viaje-204-233.mp3"	"1/spinecar-up_from_the_mud-03-smoke-0-29.mp3"
"21993"	"25776"	"29873"	"1"	"1"	"6"	"d/paul_avgerinos-balancing_spheres-05-day_dreams__and_thirst_is_quenched-842-871.mp3"	"f/magnatune-relaxation_spa-06-after_claire_fitch-146-175.mp3"	"e/touchinggrace-submission-06-watching_clouds-175-204.mp3"
"3868"	"14053"	"26026"	"0"	"2"	"0"	"5/sitar-first_congregational_church_concert-01-raga_patdeep__alap__jay_kishor-175-204.mp3"	"9/indidginus-sine_language-03-myriad-204-233.mp3"	"0/solace-iman-06-azure-30-59.mp3"
"35888"	"7613"	"1802"	"0"	"1"	"0"	"5/processor-are_you_for_real-08-impulse-146-175.mp3"	"a/the_headroom_project-ciri_a_doro-02-gunklat_sasmazor-262-291.mp3"	"f/jackalopes-jacksploitation-01-good_clean_fun_laundromat-30-59.mp3"
"49616"	"39518"	"55555"	"5"	"34"	"6"	"a/jacob_heringman-black_cow-13-bakfark_non_accedat_ad_te_malum_secunda_pars-204-233.mp3"	"2/burnshee_thornside-blues_and_misc-09-i_cant_say_no-204-233.mp3"	"e/steven_devine-portrait_of_an_english_harpsichord-19-sonata_no_2_in_a_major_minuet_joseph_gibbs-59-88.mp3"
"27326"	"37180"	"38122"	"15"	"10"	"17"	"9/the_seldon_plan-making_circles-06-holding_patterns_are_slow-175-204.mp3"	"c/william_brooks-fowl_mouth-08-scooter-0-29.mp3"	"c/rapoon-easterly_6_or_7-08-variable_2-349-378.mp3"
"813"	"175"	"12655"	"0"	"0"	"1"	"9/wicked_boy-chemistry-01-buy_my_pullovers-30-59.mp3"	"e/burning_babylon-stereo_mash_up-01-7_nine_skank-0-29.mp3"	"6/tom_paul-i_was_king-03-drops_that_hit_the_sand-204-233.mp3"
"45114"	"38721"	"7927"	"0"	"0"	"3"	"4/jami_sieber-hidden_sky-11-arms_of_the_mother-117-146.mp3"	"6/sand_craig_and_dornenburg-biber_violin_sonatas-09-biber_rosary_sonata_14_in_d_major_the_assumption_of_mary-204-233.mp3"	"5/arthur_yoria-of_the_lovely-02-just_like_you-88-117.mp3"
"18968"	"49995"	"8884"	"2"	"8"	"3"	"6/paul_beier-michelagnolo_galilei-04-passemezzo_and_saltarello-233-262.mp3"	"9/lisa_debenedictis-tigers-13-girl_and_supergirl-59-88.mp3"	"9/musica_franca-corrette__le_phenix__les_delices_de_la_solitude-02-phenix__adagio-30-59.mp3"
"48750"	"34898"	"39821"	"0"	"0"	"3"	"f/philharmonia_baroque_orchestra-handel__atalanta_cd2-12-recitativo_sono_irene_oppur_sogno-0-29.mp3"	"c/o_fickle_fortune-a_celebration_of_robert_burns-08-bonie_wee_thing-146-175.mp3"	"c/hands_upon_black_earth-hands_upon_black_earth-09-lastime-30-59.mp3"
"22058"	"43611"	"31227"	"1"	"0"	"4"	"1/mijo-fata_morgana-05-deep_bass_9-146-175.mp3"	"8/stargarden-music_for_modern_listening-10-p5_mon_amour-146-175.mp3"	"b/shane_jackman-sanctuary-07-early_frost-175-204.mp3"
"33029"	"448"	"20213"	"0"	"3"	"3"	"1/zilla-egg-07-rufus-88-117.mp3"	"b/satori-journey_to_other_worlds-01-astral_flight-813-842.mp3"	"b/rob_costlow-sophomore_jinx-04-summer_garden-204-233.mp3"
"45936"	"5881"	"227"	"1"	"0"	"1"	"e/magnatune_compilation-high_energy_rock_and_roll-11-jackalopes_frankenstein_girl-59-88.mp3"	"9/american_bach_soloists-heinrich_schutz__musicalische_exequien-02-musicalische_exequien_swv_280_teil_ii_motette_herr_wenn_ich_nur_dich_habe-59-88.mp3"	"9/the_wretch-ambulatory-01-admission-30-59.mp3"
"2423"	"13041"	"52368"	"0"	"0"	"1"	"c/liquid_zen-oscilloscope-01-levier_darmement-204-233.mp3"	"8/mercy_machine-in_your_bed__the_remixes-03-fountain_street_q_burns_abstract_message_mix-88-117.mp3"	"b/altri_stromenti-uccellini-15-alla_roversa_uccellini-30-59.mp3"
"40226"	"12032"	"41470"	"26"	"11"	"3"	"d/drevo-christian_themes_in_ukrainian_folk_songs-09-o_did_you_learn_o_people_such_news-146-175.mp3"	"e/dac_crowell-within_this_space-03-cantillation-639-668.mp3"	"b/suzanne_teng-miles_beyond-09-tiens_lullaby-175-204.mp3"
"43720"	"21806"	"27879"	"7"	"11"	"8"	"5/arthur_yoria-suerte_something-10-places_everyone-59-88.mp3"	"b/philharmonia_baroque-mozart_orchestral_works-05-concerto_for_flute_and_harp_in_c_major_kv299_allegro-175-204.mp3"	"5/mrdc-plethora-06-lostcode-88-117.mp3"
"44689"	"6034"	"44918"	"0"	"0"	"1"	"7/rob_costlow-woods_of_chaos-10-twilight-88-117.mp3"	"0/chris_harvey-the_white_sail-02-allegiance-146-175.mp3"	"e/steven_devine-portrait_of_an_english_harpsichord-11-sonata_no_1_in_f_major_allegro_thomas_arne-0-29.mp3"
"8773"	"7889"	"53837"	"0"	"0"	"1"	"b/satori-journey_to_other_worlds-02-other_worlds-1596-1625.mp3"	"5/rapoon-fallen_gods-02-iron_path-262-291.mp3"	"2/duo_chambure-vihuela_duets_of_valderrabano-16-petite_camusete_adriano_willaert-30-59.mp3"
